Etapa,Termino,Notificacion,MacroEtapa
EJECUCIÓN DE SENTENCIA,CONTESTA OFICIO (IRC)- ORDENA VISTA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA CARGO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACTA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACLARA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO DIVERSO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. DESIGNA PERITO. PREVENCIÓN,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA OFICIO,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,INICIA EJECUCION DE SENTENCIA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REACTIVADO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,INACTIVIDAD PROCESAL,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,PREVENCION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE RESERVA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,APERSONAMIENTO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA.NOTIFICACION POR TABLA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACREDITA VIGENCIA DE MANDATO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZA TV,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CAUSA EJECUTORIA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,PREVENCION,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CAUSA EJECUTORIA,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,HACE MANIFESTACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO / HACE MANIFESTACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / AUTORIZACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA DAR VISTA,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZA ABOGADOS Y TV,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / SE RESERVA DICTAR SENTENCIA INTERLOCUTORIA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO / REVOCA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / EXPIDE OFICIO,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA RATIFICAR,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA/RESERVA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / AUTORIZACIONES / REVOCA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,APERSONA / ORDENA ACTUALIZAR CERTIFICADO,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA CARGO. RINDE DICTAMEN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REVOCA Y DESIGNA PERITO,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO. SE RESERVA.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESECHA. ORDENA OFICIO.,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,FECHA DE REMATE,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA CARGO. RINDE AVALUO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONAN / PREVENCION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONTESTA OFICIO IRC / ORDENA DAR VISTA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO / AUTORIZA Y REVOCA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. EXPIDE OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REVOCA Y DESGNA NOTARIA,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,"ACREDITA PERSONALIDAD, REVOCA Y AUTORIZA",,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA PROTOCOLIZACION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUDIENCIA DE REMATE,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO Y PREVENCIÓN,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONTESTA OFICIO IRC. ORDENA DAR VISTA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE ESTÉ A LO ORDENADO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESIERTA PERICIAL,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA CARGO/RINDE DICTAMEN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO DE GRAVAMEN/DESIGNA PERITO,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESECHA. ORDENA OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,EDICTOS (BOLETIN JUDICIAL),,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESIGNA PERITO. PREVIENE,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZA ABOGADOS Y T.V.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. ORDENA OFICIO.,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA PROTOCOLIZACION,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,OFICIO A SU DISPOSICIÓN,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA CARGO Y RINDE DICTAMEN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESIGNA PERITO,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,FECHA DE REMATE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,PREVENCION,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUDIENCIA DE REMATE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SEÑALA FECHA DE REMATE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,"ACEPTA CARGO, RINDE DICTAMEN",,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO Y PREVENCION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,PREVENCION,NO NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO DE GRAVAMENES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. DESECHA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZA Y REVOCA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REVOCA / AUTORIZACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,APERSONA / AUTORIZACIONES / PREVENCION,NO NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,EXHIBE CERTIFICADO DE GRAVAMEN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA- PREVENCION,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA ESCRITURA ADJUDICACIÓN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONTESTA OFICIO IRC / ANEXA CONSTANCIA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONTESTA OFICIO IRC,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ANEXA EDICTOS (ABC),,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,PROPORCIONA CORREO ELECTRONICO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA AVALUO ACTUALIZADO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONTESTA OFICIO IRC / DESECHA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DEVOLUCION DE DOCUMENTO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA- ORDENA ACTUALIZACIÓN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,FECHA DE REMATE,NO NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA EDICTOS BOLETIN JUDICIAL,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACOMPAÑA EDICTOS EL PORVENIR,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA CARGO- RINDE DICTAMEN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESIGNA PERITO. PREVENCION,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AGREGA CERTIFICADO DE GRAVAMENES.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONTESTA OFICIO (IRC),,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA ACTUALIZAR CERT GRAVAMENES Y DICTAMEN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,PREVENCIÓN,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,RINDE DICTAMEN.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA CARGO PERITO.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CAUSA EJECUTORIA/ PREVENCION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA ACTUALIZAR AVALUO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,INICIA EJECUCION DE SENTENCIA,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,EXPEDIENTE A SU DISPOSICION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZA TRIBUNAL VIRTUAL,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,INICIA EJECUCION DE SENTENCIA,NO NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO / ORDENA OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZA ABOGADA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,EXPIDE COPIAS CERTIFICADAS,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE RESERVA,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE ORDENA DAR VISTA,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SEÑALA DOMICILIO CONVENCIONAL / AUTORIZACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO / AUTORIZACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA PROTOCOLIZACIÓN,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SEÑALA PARA EMBARGO,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,EXPIDE OFICIO DE NUEVA CUENTA,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA OFICIO.,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO. DESIGNA PERITO. PREVENCION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DEVOLUCION DE DOCUMENTOS,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA OFICIO. AUTORIZA ABOGADO,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZA VIRTUAL,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / REVOCA / AUTORIZA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / ORDENA OFICIO,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA. RINDE AVALUO.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO. DESIGNA PERITO. PREVENCION.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / ORDENA OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZA / REMITE AUTO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. DEVOLUCION. PREVENCION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. EXPIDE OFICIO,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA PROTOCOLIZACION,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA EXHORTO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA OFFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUIDIENCIA DE REMATE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,"DESIGNA PERITO, PREVENCION",,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CAUSA EJECUTORIA Y PREVENCION,NO NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE EXTRAIGA EXPEDIENTE DE ARCHIVO MUERTO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE PETICIONES- PREVENCION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / REVOCA / AUTORIZACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,OTRO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA- ORDENA OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACREDITA VIGENCIA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REVOCA Y DESIGNA PERITO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA CARGO/ RINDE DICTAMEN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / SANCIONA CONVENIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,EDICTOS BOLETIN.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA. RINDE AVALUO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA OFICIO DE NUEVA CUENTA,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO. DESIGNA PERITO. PREVIENE,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE HACE DE SU CONOCIMIENTO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONCLUYE EJECUCION DE SENTENCIA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,RINDE DICTAMEN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESIGNA PERITO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO DE GRAVAMEN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACREDITA PERSONALIDAD Y ORDENA OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA NOTIFICACION POR TABLA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. FIJA FECHA AUDIENCIA DE REMATE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESIGNA PERITO. ALLEGA CERTIFICADO DE GRAVAMENES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,NOTIFICACION POR ESTRADOS,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUDIENCIA DE REMATE,NO NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CAUSA EJECUTORIA Y PREVIENE,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / SANCIONA CONVENIO,NO NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONTESTA OFICIO(IRC),,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONTESTA OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SANCION A CONVENIO,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO DIVERSO / PREVENCIÓN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONTESTA IRC ORDENA DAR VISTA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. PREVIENE.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO. PREVENCION.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZA ABOGADO Y T.V.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. ORDENA OFICIO,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,FIJA FECHA AUDIENCIA DE REMATE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO DE GRAVÁMENES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. DESECHA.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,APERSONA. ORDENA OFICIO,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,PREVIENE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA OFICIO DE NUEVA CUENTA,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,PROCEDE AVALUOS,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA GIRAR OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONTESTA OFICIO IRC. ORDENA DAR VISTA.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AGREGA A LOS AUTOS,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO DIVERSO. AUTORIZA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SANCIONA CONVENIO.,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. ORDENA OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,NO HA LUGAR,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DICTA PROVEIDO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO Y PREVENCION,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACLARA RUBRO DE PUBLICACION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO. DESIGNA PERITO. PREVIENE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ENTREGA DE ESCRITURAS EN REBELDIA / ORDENA OFICIOS,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACREDITA PERSONALIDAD,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACTUALIZA AVALÚO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESIGNA PERITO/PREVENCIÓN,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / DESECHA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,PUBLICACIONES BOLETÍN JUDICIAL,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,FECHA PARA REMATE,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,OTRO,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,APERSONA / PROTOCOLIZACION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESIGNA NOTARIA. PREVIENE.,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA EDICTOS (ABC MONTERREY),,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,EDICTOS BOLETIN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / FIJA FECHA DE REMATE,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO. DESIGNA PERITO. PREVENCION,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. PREVENCION,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO / DESIGNA PERITO,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. ORDENA OFICIO,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,APERSONA / AUTORIZACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA- GIRA INSTRUCCIONES- AUTORIZACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZA ABOGADOS. TV. COPIAS CERTIFICADAS,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE ACTUACIONES,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / PREVENCION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,EXPIDE OFICIO DE NUEVA CUENTA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA OFICIO.AUTORIZA TRIBUNAL VIRTUAL,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE. PREVENCION,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. AUTORIZA. REVOCA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA / REMITE AUTO DIVERSO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. ORDENA OFICOI,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUTORIZACIONES / REVOCA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO / ORDENA OFICIO,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA CARGO PERITO / DICTAMEN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. DESIGNA PERITO. PREVIENE,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,NO HA LUGAR,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. ORDENA NOTIFICAR POR ESTRADOS.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,RINDE AVALUO.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO- DESIGNA PERITO- PREVENCIÓN,NO NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE. AUTORIZA.TV,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,APERSONA / ORDENA OFICIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. AUTORIZA. REVOCA. TV,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,APERSONA / DEV PODER / ACTUALIZAR CERTIFICADO GRAVAMENES,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. DESIGNA PERITO. PREVIENE.,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,EXPIDE OFICIO,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA. DESECHA. DEVOLUCION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DECLARA DESIERTA PRUEBA PERICIAL,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,REMITE AUTO DIVERSO/AUTORIZA ABOGADOS,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA/ AUTORIZA ABOGADO Y TV,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,CONVENIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SANCION A CONVENIO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACTA DE INCOMPARECENCIA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,INCOMPARECENCIA,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,APERSONA/ORDENA OFICIO,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA PROTOCOLIZACIÓN,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,FECHA REMATE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACEPTA CARGO Y RINDE AVALÚO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,FECHA PARA AUDIENCIA,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ORDENA PROTOCOLIZACIÓN,SOLICITADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESIGNA PERITO Y ALLEGA CERTIFICADO,NOTIFICADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,FECHA DE REMATE,DILIGENCIADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,SE APERSONA Y AGREGA EDICTOS,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,AUDIENCIA DE REMATE,DILIGENCIADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,RINDE,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,DESIGNA PERITO,DILIGENCIADA/TERMINADA,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA CERTIFICADO Y DESIGNA PERITO,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ACREDITA PERSONALIDAD Y PREVENCION,,08. Proceso de ejecución
EJECUCIÓN DE SENTENCIA,ALLEGA TRASLADOS,,08. Proceso de ejecución
